Filename,Language
segments/korean_hobby_17_chunk_3.wav,English
segments/korean_hobby_17_chunk_4.wav,Korean
segments/korean_hobby_18_chunk_1.wav,English
segments/korean_hobby_18_chunk_2.wav,English
segments/korean_hobby_18_chunk_3.wav,English
segments/korean_hobby_18_chunk_4.wav,Korean
segments/korean_hobby_19_chunk_1.wav,English
segments/korean_hobby_19_chunk_2.wav,English
segments/korean_hobby_19_chunk_3.wav,English
segments/korean_hobby_19_chunk_4.wav,Korean
segments/korean_hobby_20_chunk_1.wav,English
segments/korean_hobby_20_chunk_2.wav,English
segments/korean_hobby_20_chunk_3.wav,English
segments/korean_hobby_20_chunk_4.wav,Korean
segments/korean_hobby_21_chunk_1.wav,English
segments/korean_hobby_21_chunk_2.wav,English
segments/korean_hobby_21_chunk_3.wav,English
segments/korean_hobby_21_chunk_4.wav,Korean
segments/korean_hobby_22_chunk_1.wav,English
segments/korean_hobby_22_chunk_2.wav,English
segments/korean_hobby_22_chunk_3.wav,English
segments/korean_hobby_22_chunk_4.wav,Korean
segments/korean_hobby_23_chunk_1.wav,English
segments/korean_hobby_23_chunk_2.wav,English
segments/korean_hobby_23_chunk_3.wav,English
segments/korean_hobby_23_chunk_4.wav,Korean
segments/korean_hobby_24_chunk_1.wav,English
segments/korean_hobby_24_chunk_2.wav,English
segments/korean_hobby_24_chunk_3.wav,English
segments/korean_hobby_24_chunk_4.wav,Korean
segments/korean_hobby_25_chunk_1.wav,English
segments/korean_hobby_25_chunk_2.wav,English
segments/korean_hobby_25_chunk_3.wav,English
segments/korean_hobby_25_chunk_4.wav,Korean
segments/korean_hobby_26_chunk_1.wav,English
segments/korean_hobby_26_chunk_2.wav,English
segments/korean_hobby_26_chunk_3.wav,English
segments/korean_hobby_26_chunk_4.wav,Korean
segments/korean_hobby_26_chunk_5.wav,Korean
segments/korean_hobby_27_chunk_1.wav,English
segments/korean_hobby_27_chunk_2.wav,English
segments/korean_hobby_27_chunk_3.wav,English
segments/korean_hobby_27_chunk_4.wav,Korean
segments/korean_hobby_27_chunk_5.wav,Korean
segments/korean_hobby_28_chunk_1.wav,English
segments/korean_hobby_28_chunk_2.wav,English
segments/korean_hobby_28_chunk_3.wav,English
segments/korean_hobby_28_chunk_4.wav,Korean
segments/korean_hobby_28_chunk_5.wav,Korean
segments/korean_hobby_29_chunk_1.wav,English
segments/korean_hobby_29_chunk_2.wav,English
segments/korean_hobby_29_chunk_3.wav,English
segments/korean_hobby_29_chunk_4.wav,Korean
segments/korean_hobby_30_chunk_1.wav,English
segments/korean_hobby_30_chunk_2.wav,English
segments/korean_hobby_30_chunk_3.wav,English
segments/korean_hobby_30_chunk_4.wav,Korean
segments/korean_hobby_31_chunk_1.wav,English
segments/korean_hobby_31_chunk_2.wav,English
segments/korean_hobby_31_chunk_3.wav,English
segments/korean_hobby_31_chunk_4.wav,Korean
segments/korean_hobby_31_chunk_5.wav,Korean
segments/korean_hobby_32_chunk_1.wav,English
segments/korean_hobby_32_chunk_2.wav,English
segments/korean_hobby_32_chunk_3.wav,English
segments/korean_hobby_32_chunk_4.wav,Korean
segments/korean_hobby_32_chunk_5.wav,Korean
segments/korean_hobby_33_chunk_1.wav,English
segments/korean_hobby_33_chunk_2.wav,English
segments/korean_hobby_33_chunk_3.wav,English
segments/korean_hobby_33_chunk_4.wav,Korean
segments/korean_hobby_33_chunk_5.wav,Korean
segments/korean_hobby_34_chunk_1.wav,English
segments/korean_hobby_34_chunk_2.wav,English
segments/korean_hobby_34_chunk_3.wav,English
segments/korean_hobby_34_chunk_4.wav,Korean
segments/korean_hobby_34_chunk_5.wav,Korean
segments/korean_hobby_35_chunk_1.wav,English
segments/korean_hobby_35_chunk_2.wav,English
segments/korean_hobby_35_chunk_3.wav,English
segments/korean_hobby_35_chunk_4.wav,Korean
segments/korean_hobby_35_chunk_5.wav,Korean
segments/korean_hobby_36_chunk_1.wav,English
segments/korean_hobby_36_chunk_2.wav,English
segments/korean_hobby_36_chunk_3.wav,English
segments/korean_hobby_36_chunk_4.wav,Korean
segments/korean_hobby_37_chunk_1.wav,English
segments/korean_hobby_37_chunk_2.wav,English
segments/korean_hobby_37_chunk_3.wav,English
segments/korean_hobby_37_chunk_4.wav,Korean
segments/korean_hobby_38_chunk_1.wav,English
segments/korean_hobby_38_chunk_2.wav,English
segments/korean_hobby_38_chunk_3.wav,English
segments/korean_hobby_38_chunk_4.wav,Korean
segments/korean_hobby_39_chunk_1.wav,English
segments/korean_hobby_39_chunk_2.wav,English
segments/korean_hobby_39_chunk_3.wav,English
segments/korean_hobby_39_chunk_4.wav,Korean
segments/korean_hobby_39_chunk_5.wav,Korean
segments/korean_hobby_40_chunk_1.wav,English
segments/korean_hobby_40_chunk_2.wav,English
segments/korean_hobby_40_chunk_3.wav,English
segments/korean_hobby_40_chunk_4.wav,Korean
segments/korean_hobby_40_chunk_5.wav,Korean
segments/korean_hobby_41_chunk_1.wav,English
segments/korean_hobby_41_chunk_2.wav,English
segments/korean_hobby_41_chunk_3.wav,English
segments/korean_hobby_41_chunk_4.wav,Korean
segments/korean_hobby_41_chunk_5.wav,Korean
segments/korean_hobby_42_chunk_1.wav,English
segments/korean_hobby_42_chunk_2.wav,English
segments/korean_hobby_42_chunk_3.wav,English
segments/korean_hobby_42_chunk_4.wav,Korean
segments/korean_hobby_42_chunk_5.wav,Korean
segments/korean_hobby_43_chunk_1.wav,English
segments/korean_hobby_43_chunk_2.wav,English
segments/korean_hobby_43_chunk_3.wav,English
segments/korean_hobby_43_chunk_4.wav,Korean
segments/korean_hobby_43_chunk_5.wav,Korean
segments/korean_hobby_44_chunk_1.wav,English
segments/korean_hobby_44_chunk_2.wav,English
segments/korean_hobby_44_chunk_3.wav,English
segments/korean_hobby_44_chunk_4.wav,Korean
segments/korean_hobby_44_chunk_5.wav,Korean
segments/korean_hobby_45_chunk_1.wav,English
segments/korean_hobby_45_chunk_2.wav,English
segments/korean_hobby_45_chunk_3.wav,English
segments/korean_hobby_45_chunk_4.wav,Korean
segments/korean_hobby_45_chunk_5.wav,Korean
segments/korean_hobby_46_chunk_1.wav,English
segments/korean_hobby_46_chunk_2.wav,English
segments/korean_hobby_46_chunk_3.wav,English
segments/korean_hobby_46_chunk_4.wav,Korean
segments/korean_hobby_46_chunk_5.wav,Korean
segments/korean_hobby_47_chunk_1.wav,English
segments/korean_hobby_47_chunk_2.wav,English
segments/korean_hobby_47_chunk_3.wav,English
segments/korean_hobby_47_chunk_4.wav,Korean
segments/korean_hobby_47_chunk_5.wav,Korean
segments/korean_hobby_48_chunk_1.wav,English
segments/korean_hobby_48_chunk_2.wav,English
segments/korean_hobby_48_chunk_3.wav,English
segments/korean_hobby_48_chunk_4.wav,Korean
segments/korean_hobby_48_chunk_5.wav,Korean
segments/korean_hobby_49_chunk_1.wav,English
segments/korean_hobby_49_chunk_2.wav,English
segments/korean_hobby_49_chunk_3.wav,English
segments/korean_hobby_49_chunk_4.wav,Korean
segments/korean_hobby_50_chunk_1.wav,English
segments/korean_hobby_50_chunk_2.wav,English
segments/korean_hobby_50_chunk_3.wav,English
segments/korean_hobby_50_chunk_4.wav,Korean
segments/korean_hobby_50_chunk_5.wav,Korean
segments/korean_hobby_51_chunk_1.wav,English
segments/korean_hobby_51_chunk_2.wav,English
segments/korean_hobby_51_chunk_3.wav,English
segments/korean_hobby_51_chunk_4.wav,Korean
segments/korean_hobby_51_chunk_5.wav,Korean
segments/korean_hobby_52_chunk_1.wav,English
segments/korean_hobby_52_chunk_2.wav,English
segments/korean_hobby_52_chunk_3.wav,English
segments/korean_hobby_52_chunk_4.wav,Korean
segments/korean_hobby_52_chunk_5.wav,Korean
segments/korean_hobby_53_chunk_1.wav,English
segments/korean_hobby_53_chunk_2.wav,English
segments/korean_hobby_53_chunk_3.wav,English
segments/korean_hobby_53_chunk_4.wav,Korean
segments/korean_hobby_53_chunk_5.wav,Korean
segments/korean_hobby_54_chunk_1.wav,English
segments/korean_hobby_54_chunk_2.wav,English
segments/korean_hobby_54_chunk_3.wav,English
segments/korean_hobby_54_chunk_4.wav,Korean
segments/korean_hobby_54_chunk_5.wav,Korean
segments/korean_hobby_55_chunk_1.wav,English
segments/korean_hobby_55_chunk_2.wav,English
segments/korean_hobby_55_chunk_3.wav,English
segments/korean_hobby_55_chunk_4.wav,Korean
segments/korean_hobby_55_chunk_5.wav,Korean
segments/korean_hobby_56_chunk_1.wav,English
segments/korean_hobby_56_chunk_2.wav,English
segments/korean_hobby_56_chunk_3.wav,English
segments/korean_hobby_56_chunk_4.wav,Korean
segments/korean_hobby_56_chunk_5.wav,Korean
segments/korean_hobby_57_chunk_1.wav,English
segments/korean_hobby_57_chunk_2.wav,English
segments/korean_hobby_57_chunk_3.wav,English
segments/korean_hobby_57_chunk_4.wav,Korean
segments/korean_hobby_58_chunk_1.wav,English
segments/korean_hobby_58_chunk_2.wav,English
segments/korean_hobby_58_chunk_3.wav,English
segments/korean_hobby_58_chunk_4.wav,Korean
segments/korean_hobby_58_chunk_5.wav,Korean
segments/korean_hobby_59_chunk_1.wav,English
segments/korean_hobby_59_chunk_2.wav,English
segments/korean_hobby_59_chunk_3.wav,English
segments/korean_hobby_59_chunk_4.wav,Korean
segments/korean_hobby_59_chunk_5.wav,Korean
segments/korean_hobby_60_chunk_1.wav,English
segments/korean_hobby_60_chunk_2.wav,English
segments/korean_hobby_60_chunk_3.wav,English
segments/korean_hobby_60_chunk_4.wav,Korean
segments/korean_hobby_60_chunk_5.wav,Korean
segments/korean_hobby_61_chunk_1.wav,English
segments/korean_hobby_61_chunk_2.wav,English
segments/korean_hobby_61_chunk_3.wav,English
segments/korean_hobby_61_chunk_4.wav,Korean
segments/korean_hobby_61_chunk_5.wav,Korean
segments/korean_hobby_62_chunk_1.wav,English
segments/korean_hobby_62_chunk_2.wav,English
segments/korean_hobby_62_chunk_3.wav,English
segments/korean_hobby_62_chunk_4.wav,Korean
segments/korean_hobby_63_chunk_1.wav,English
segments/korean_hobby_63_chunk_2.wav,English
segments/korean_hobby_63_chunk_3.wav,English
segments/korean_hobby_63_chunk_4.wav,Korean
segments/korean_hobby_64_chunk_1.wav,English
segments/korean_hobby_64_chunk_2.wav,English
segments/korean_hobby_64_chunk_3.wav,English
segments/korean_hobby_64_chunk_4.wav,Korean
segments/korean_hobby_64_chunk_5.wav,Korean
segments/korean_hobby_65_chunk_1.wav,English
segments/korean_hobby_65_chunk_2.wav,English
segments/korean_hobby_65_chunk_3.wav,English
segments/korean_hobby_65_chunk_4.wav,Korean
segments/korean_hobby_65_chunk_5.wav,Korean
segments/korean_hobby_66_chunk_1.wav,English
segments/korean_hobby_66_chunk_2.wav,English
segments/korean_hobby_66_chunk_3.wav,English
segments/korean_hobby_66_chunk_4.wav,Korean
segments/korean_hobby_66_chunk_5.wav,Korean
segments/korean_hobby_67_chunk_1.wav,English
segments/korean_hobby_67_chunk_2.wav,English
segments/korean_hobby_67_chunk_3.wav,English
segments/korean_hobby_67_chunk_4.wav,Korean
segments/korean_hobby_68_chunk_1.wav,English
segments/korean_hobby_68_chunk_2.wav,English
segments/korean_hobby_68_chunk_3.wav,English
segments/korean_hobby_68_chunk_4.wav,Korean
segments/korean_hobby_69_chunk_1.wav,English
segments/korean_hobby_69_chunk_2.wav,English
segments/korean_hobby_69_chunk_3.wav,English
segments/korean_hobby_69_chunk_4.wav,Korean
segments/korean_hobby_70_chunk_1.wav,English
segments/korean_hobby_70_chunk_2.wav,English
segments/korean_hobby_70_chunk_3.wav,English
segments/korean_hobby_70_chunk_4.wav,Korean
segments/korean_hobby_71_chunk_1.wav,English
segments/korean_hobby_71_chunk_2.wav,English
segments/korean_hobby_71_chunk_3.wav,English
segments/korean_hobby_71_chunk_4.wav,Korean
segments/korean_hobby_72_chunk_1.wav,English
segments/korean_hobby_72_chunk_2.wav,English
segments/korean_hobby_72_chunk_3.wav,English
segments/korean_hobby_72_chunk_4.wav,Korean
segments/korean_hobby_73_chunk_1.wav,English
segments/korean_hobby_73_chunk_2.wav,English
segments/korean_hobby_73_chunk_3.wav,English
segments/korean_hobby_73_chunk_4.wav,Korean
segments/korean_hobby_74_chunk_1.wav,English
segments/korean_hobby_74_chunk_2.wav,English
segments/korean_hobby_74_chunk_3.wav,English
segments/korean_hobby_74_chunk_4.wav,Korean
segments/korean_hobby_75_chunk_1.wav,English
segments/korean_hobby_75_chunk_2.wav,English
segments/korean_hobby_75_chunk_3.wav,English
segments/korean_hobby_75_chunk_4.wav,Korean
segments/korean_hobby_76_chunk_1.wav,English
segments/korean_hobby_76_chunk_2.wav,English
segments/korean_hobby_76_chunk_3.wav,English
segments/korean_hobby_76_chunk_4.wav,Korean
segments/korean_hobby_77_chunk_1.wav,English
segments/korean_hobby_77_chunk_2.wav,English
segments/korean_hobby_77_chunk_3.wav,English
segments/korean_hobby_77_chunk_4.wav,Korean
segments/korean_hobby_78_chunk_1.wav,English
segments/korean_hobby_78_chunk_2.wav,English
segments/korean_hobby_78_chunk_3.wav,English
segments/korean_hobby_78_chunk_4.wav,Korean
segments/korean_hobby_79_chunk_1.wav,English
segments/korean_hobby_79_chunk_2.wav,English
segments/korean_hobby_79_chunk_3.wav,English
segments/korean_hobby_79_chunk_4.wav,Korean
segments/korean_hobby_80_chunk_1.wav,English
segments/korean_hobby_80_chunk_2.wav,English
segments/korean_hobby_80_chunk_3.wav,English
segments/korean_hobby_80_chunk_4.wav,Korean
segments/korean_hobby_81_chunk_1.wav,English
segments/korean_hobby_81_chunk_2.wav,English
segments/korean_hobby_81_chunk_3.wav,English
segments/korean_hobby_81_chunk_4.wav,Korean
segments/korean_hobby_82_chunk_1.wav,English
segments/korean_hobby_82_chunk_2.wav,English
segments/korean_hobby_82_chunk_3.wav,English
segments/korean_hobby_82_chunk_4.wav,Korean
segments/korean_hobby_82_chunk_5.wav,Korean
segments/korean_hobby_83_chunk_1.wav,English
segments/korean_hobby_83_chunk_2.wav,English
segments/korean_hobby_83_chunk_3.wav,English
segments/korean_hobby_83_chunk_4.wav,Korean
segments/korean_hobby_84_chunk_1.wav,English
segments/korean_hobby_84_chunk_2.wav,English
segments/korean_hobby_84_chunk_3.wav,English
segments/korean_hobby_84_chunk_4.wav,Korean
segments/korean_hobby_85_chunk_1.wav,English
segments/korean_hobby_85_chunk_2.wav,English
segments/korean_hobby_85_chunk_3.wav,English
segments/korean_hobby_85_chunk_4.wav,Korean
segments/korean_hobby_85_chunk_5.wav,Korean
segments/korean_hobby_86_chunk_1.wav,English
segments/korean_hobby_86_chunk_2.wav,English
segments/korean_hobby_86_chunk_3.wav,English
segments/korean_hobby_86_chunk_4.wav,Korean
segments/korean_hobby_87_chunk_1.wav,English
segments/korean_hobby_87_chunk_2.wav,English
segments/korean_hobby_87_chunk_3.wav,English
segments/korean_hobby_87_chunk_4.wav,Korean
segments/korean_hobby_87_chunk_5.wav,Korean
segments/korean_hobby_88_chunk_1.wav,English
segments/korean_hobby_88_chunk_2.wav,English
segments/korean_hobby_88_chunk_3.wav,English
segments/korean_hobby_88_chunk_4.wav,Korean
segments/korean_hobby_88_chunk_5.wav,Korean
segments/korean_hobby_89_chunk_1.wav,English
segments/korean_hobby_89_chunk_2.wav,English
segments/korean_hobby_89_chunk_3.wav,English
segments/korean_hobby_89_chunk_4.wav,Korean
segments/korean_hobby_89_chunk_5.wav,Korean
segments/korean_hobby_90_chunk_1.wav,English
segments/korean_hobby_90_chunk_2.wav,English
segments/korean_hobby_90_chunk_3.wav,English
segments/korean_hobby_90_chunk_4.wav,Korean
segments/korean_hobby_90_chunk_5.wav,Korean
segments/korean_hobby_91_chunk_1.wav,English
segments/korean_hobby_91_chunk_2.wav,English
segments/korean_hobby_91_chunk_3.wav,English
segments/korean_hobby_91_chunk_4.wav,Korean
segments/korean_hobby_91_chunk_5.wav,Korean
segments/korean_hobby_92_chunk_1.wav,English
segments/korean_hobby_92_chunk_2.wav,English
segments/korean_hobby_92_chunk_3.wav,English
segments/korean_hobby_92_chunk_4.wav,Korean
segments/korean_hobby_92_chunk_5.wav,Korean
segments/korean_hobby_93_chunk_1.wav,English
segments/korean_hobby_93_chunk_2.wav,English
segments/korean_hobby_93_chunk_3.wav,English
segments/korean_hobby_93_chunk_4.wav,Korean
segments/korean_hobby_94_chunk_1.wav,English
segments/korean_hobby_94_chunk_2.wav,English
segments/korean_hobby_94_chunk_3.wav,English
segments/korean_hobby_94_chunk_4.wav,Korean
segments/korean_hobby_94_chunk_5.wav,Korean
segments/korean_hobby_95_chunk_1.wav,English
segments/korean_hobby_95_chunk_2.wav,English
segments/korean_hobby_95_chunk_3.wav,English
segments/korean_hobby_95_chunk_4.wav,Korean
segments/korean_hobby_95_chunk_5.wav,Korean
segments/korean_hobby_96_chunk_1.wav,English
segments/korean_hobby_96_chunk_2.wav,English
segments/korean_hobby_96_chunk_3.wav,English
segments/korean_hobby_96_chunk_4.wav,Korean
segments/korean_hobby_96_chunk_5.wav,Korean
segments/korean_hobby_97_chunk_1.wav,English
segments/korean_hobby_97_chunk_2.wav,English
segments/korean_hobby_97_chunk_3.wav,English
segments/korean_hobby_97_chunk_4.wav,Korean
segments/korean_hobby_97_chunk_5.wav,Korean
segments/korean_hobby_98_chunk_1.wav,English
segments/korean_hobby_98_chunk_2.wav,English
segments/korean_hobby_98_chunk_3.wav,English
segments/korean_hobby_98_chunk_4.wav,Korean
segments/korean_hobby_98_chunk_5.wav,Korean
segments/korean_hobby_99_chunk_1.wav,English
segments/korean_hobby_99_chunk_2.wav,English
segments/korean_hobby_99_chunk_3.wav,English
segments/korean_hobby_99_chunk_4.wav,Korean
segments/korean_hobby_100_chunk_1.wav,English
segments/korean_hobby_100_chunk_2.wav,English
segments/korean_hobby_100_chunk_3.wav,English
segments/korean_hobby_100_chunk_4.wav,Korean
